,text,topic
1941,"The one star rating is because service matters and the folks at this establishment seem to have forgotten that it is important to treat  customers with care and respect. The lack of service given here reminds me that although the product is good, I would rather go somewhere with pleasant employees.",restaurant
1942,"I recently bought this book for my 17 year old niece as an early graduation present because I want her to be able to always be able to cook for herself, and to budget her food money. I chose it because it assumes that the user has no past experience in the art of cooking, presenting the material in a clear, concise manner that is intelligent and entertaining.Gotta Cook Now is a MUST for every College and High School student! This easy to use book is an extremly useful tool for anyone who is fresh to the kitchen, who can use a menu planner and a set of recipes that are graduated in complexity, easy to produce and are very tasty. You will find a lifetime ticket to great meals and entertaining. Everything that a novice cook needs is clearly described and put in laymans terms.MOTHERS do yourself a favor and empower your children by giving them the keys to the kitchen. (and let them cook for you) This is a perfect graduation present for any age group, and will also let your kids feed themselves simple and delicious meals. I would also advise newly single men to install this on their kitchen counter and use it to jumpstart their social lives. Len Charla has provided the neophite chef a starting place from which to explore and develop skills for self nourishment and hosting.Never Cooked Before? Gotta Buy This Book!",book
1943,"Tom Hanks has been in such hit movies as Forrest Gump, Saving Private Ryan, and The Green Mile. For the most part, his roles have been good guys that we cheer for. In Road to Perdition, his character Michael Sullivanis a little bit different.<br /><br />In Sam Mendes' film Road to Perdition based on the graphic novel by Max Allan Collins, he shows the story of a man and his son on the road during the Great Depression in Chicago. What is different about this little road trip is that Sullivan is a hit-man who is now being hunted by his former partner. His boss or ex-boss John Rooney (Paul Newman) loves him almost more than his own son, Sullivan's partner Connor (Daniel Craig).<br /><br />After a job done the wrong way because of Connor, the only witness to his mistake are Sullivan and his son who wasn't supposed to be there. So Connor tries to take out Sullivan and his family, but only gets the wife and other son Peter. Sullivan outsmarts the hit and rushes home to find Michael Jr. sitting at the table...just sitting. With his wife and child dead, Sullivan takes to the road to find answers.<br /><br />The story follows the two as Sullivan tries to make things right in memory of his wife and kid, and for Michael who feels like he is to blame for all this. He feels his curiosity killed his mother and brother. Tyler Hoechlin does a terrific job as Michael Jr. He brings maturity and also a sense of still being juvenile. His loss of innocence is well acted out as he travels from town to town, leaving nothing behind him.<br /><br />Mendes' previous hit film was American Beauty which received five Oscars including Best Picture and Best Director. This film didn't do nearly as well at the Oscars only winning one award for best cinematography but receiving five other nominations for music, sound, and a Best Actor in a Supporting Role for Paul Newman. This picture is a great story that takes you on a ride through the Midwest and into the legend of Mike Sullivan: husband, hit-man, and devoted father. This movie is a sleeper film that should be watched for years to come.",movie
1944,"For those who like their films full of exploding planets and extreme violence, this is definitely not one to see. In fact, there is very little plot at all (or, at least, very little that could not be summarised in a few seconds: A meets B. Mr A falls for Mrs B and has an affair with her. A and B then fall in love and wonder (at great length) whether to have an affair themselves).<br /><br />This is Cantonese Visconti. Story there is none, but what you DO get is a succession of wonderful images and poignantly trivial music which convey the slow passage of the central characters' emotions. There is also the chance to see one of the world's most beautiful women in a succession of stunningly elegant outfits. For my money, it's worth seeing for that alone. How could this woman ever have been an action heroine? She looks as though she has stepped straight out of the pages of Vogue.",movie
1945,"This place is Ahhhmazing!!!  I am so sad that we live to far to come her weekly!!  The wait staff were very attentive and helpful. The food was flavorful and fresh. Exceeded our expectations!!
We will be returning before we leave this week.",restaurant
1946,"Falling Angels takes you back to London in 1901 a day after the Queen died. Two girls Maude Coleman and Lavinia Waterhouse meet at the cemetery as their families have side-by-side graves. The two girls become fast friends mixing with the likes of the cemetery boy, Simon. The story takes you through the friendship of the two girls from 1901 to 1910. Because of their daughters' friendship, these two families lives are drawn together and bounded by these ties.Chevalier does an amazing job at recreating the Victoria times. She has written the book so that the chapters are from the point of view of each character. It is a unique style of writing as you get to see the events and how they transpire from the different view of each character.",book
1947,"It's not a bad book and there are some interesting twists in the plot but it's written at a pretty low level. If Hillerman had put a little more time into it, he could have spruced it up into a great book.",book
1948,"Looks better than it tastes, you can literally taste the flour in the cupcake. It was not worth the price, disgusting. The lady who helped us pick out the cupcakes was really helpful and kind. Other than that the cupcakes were unpleasant I don't know if they were old but they were not living up to my expectations!",restaurant
1949,"This place is so good. My boyfriend and I order take out from here and sometimes eat at the restaurant and the food is great! The yellow curry and pad thai is my favorite, and the prices are good too. The portions are also a good size! Definitely recommend!",restaurant
1950,The best bagels anywhere in town! My NY friends agree they are very authentic. I grew up eating Bagel King in Winter Park and was thrilled when they opened close to me in Lake Mary. It's the same great food and same friendly service. Their salt bagels are our favorite but everything is delicious including their knishes.,restaurant
1951,"Full of information, pictures and sketches. A must have! If you are interested in MvderR life and work. You wont be dissapointed.",book
1952,"I love (almost) every book that he has written! If you are a James Patterson fan, consider this book! I would recommend this.",book
1953,"I'll be honest. I got this movie so I could make fun of it. I mean, come on, ""Hood of the Living Dead""? What other reaction could I have? The thing is, though, the movie (and its makers) decided that it wasn't going to be made fun of. Instead, it was going to try its best to be a good movie.<br /><br />And you know what? It came awfully close. A little less cheese in the incidental music, a little more professionalism in the photography, the acting, the incidentals (like the props--love the Best Buy bag)...well, it's not a classic of the zombie movie genre, but it's still a pretty neat little movie on its own. And the acting, writing and pacing are all surprisingly better than I would have expected. There's even some decent humor, as two of our leads debate how to decide if a dead zombie is really dead.<br /><br />If you can overlook the low budget (which leaves its fingerprints in everything, alas) and the almost constant profanity, this can be a pretty fun time at the movies. No, it ain't great. Yes, it could have been better. But the makers, the actors, the crew, they all tried to make a good film (instead of a camp classic) and that counts for a lot. The line of campy zombie films is a mile long, and thank you, guys, for not adding to it.<br /><br />Kudos to the Quiroz brothers. I'd love to see what they do next. And hey, somebody, give them a budget!",movie
1954,"An OUR GANG Comedy Short.<br /><br />The Gang coerces Spanky into watching their younger siblings. Caring for these FORGOTTEN BABIES turns out to be quite a chore, leaving the little nipper with no choice but to come up with some ingenious solutions to the baby-sitting problem...<br /><br />Spanky is in his glory in this hilarious little film, arguably his best. Highlight: Spanky's retelling the plot of the TARZAN movie he's recently seen to the audience of infants. Movie mavens will recognize Billy Gilbert's voice in the radio drama.",movie
1955,"For the student of U.S. military history and battle tactics, this book is invaluable. Every battle fought by American forces from the Colonial Wars of 1758 through Korea (in my edition) is reviewed with a tightly worded, fully descriptive and reasonably objective narrative on the page next to the map of the battle. Combat units are broken down with clear unit designations and movement lines indicating disposition. While the maps are not topographic, they do indicate terrain features which help the reader understand the impact terrain had on a particular battle's outcome.Our military history study group finds the text and maps easy to follow and interpret. While many books go into greater depth on any given battle (i.e., leadership, morale, logistics, the political environment, etc.), they lack sufficient maps that illustrate various troop movements at specific times during the engagement. This book solves that problem and does so brilliantly.",book
1956,"In my opinion, A GUY THING is a hilarious, witty, sexy, romantic, and totally beautiful chick flick that guys will also enjoy. I thought that Jason Lee and Julia Stiles dazzled as a bewildered groom-to-be and his soon-to-be sexy cousin-in-law. If you ask me, they lit up the screen like magic. You can also feel their chemistry between them. Before I wrap this up, I'd like to say that the performances were top grade, the direction was flawless, the production design was nice, the casting was perfect, and the costumes were perfectly designed. In conclusion, to anyone who's a fan of Jason Lee or Julia Stiles, I recommend this movie. You're in for lots of laughs and thrills, so, go to the video store, rent it or buy it, kick back with a friend, and watch it.",movie
1957,"This is great! I have never in my life read a better book. A must have for any fantasy lovers! The story is about Taran of whom, finds himself on a journey to find a pig which turns into a journey to stoop an evil king. The diverse characters, suspense, and humor makes this book the best of the series and an instant classic.",book
1958,"Largely forgettable monster film from the 50s features truly awful special effects -- the ""claw"" in question is a giant puppet that would make Jim Henson want to kill himself. I just saw the movie last Thursday and I can't even tell you who was in it. That's a bad sign. I'm told that when the movie premiered audiences laughed it off the screen.... and that was in the 50s when standards in special effects were much lower. Basically I should have walked out of the theater as soon as the words ""produced by Sam Katzman"" came on the screen if I knew what was good for me, but then I sat through ""Harum Scarum"" also so I guess I deserve it.",movie
1959,"In this horrible attempt at a Blair Witch mockumentary, a bunch of people go to Africa to investigate a creature called the Half-Caste. It's pretty obvious that there was no script to speak of, and that everything was improvised. That can work if you have good actors, which this film didn't. <br /><br />This movie tries to gain points for originality by exploring a more obscure myth and an exotic culture. As a result, there are a lot of scenes out in the bush where characters do ""quirky African stuff"" like eating elephant dung. There is also some pretty good footage of lions eating (from a National Geographic perspective) but there's not a single scare in the whole movie. <br /><br />If you've seen Cannibal Holocaust or the Blair Witch Project, this movie will hold no surprises for you, and you can probably watch better lion footage on the Discovery Channel.<br /><br />Definitely a Half- Aste effort. <br /><br />A note to the filmmakers: guys, do us all a favor and next time save the ""How I spent my African Vacation"" home movie for your family and close friends. Nobody else wants to see it.",movie
1960,"Would be promising if it were a student film. Never seems to know where it's going next, as if they decided on each next scene as they were making the film. As a result, much repetition and a deadening pace. There's an absolutely confusing procedure by which the ghosts affect people in this world: it involves the internet, phone calls, a computer science experiment, a suspicious grad student, withdrawn behavior, red rooms, dark stains, and _then_ suicides. Good luck figuring out the connections, or when a character is a ghost yet or just acting strangely. Characters are barely sketched, which could be OK, but they're completely uninteresting. It's far too long and ends just when it reaches a promising scenario, although the conclusion is nonsensical. Weakest moment: when ""the boss"" sits down to give some incoherent advice.",movie
1961,"First time and I loved the decor and food was fresh and coffee was perfect!! They have a prettty decent menu for coffees, tea and healthy food options.. I can't wait to come back and try their bowls.. tried avacado toast with over medium eggs after my 7 mile run to fuel my body.. and it was a lot but I finished it all.. yummy..",restaurant
1962,"First of all no adaptation is ever as good as the book, especially when you're dealing with master writer like Tolkien. This ADAPTATION wonderfully synthesizes Tolkien's universe with 1970s psychedelia, aesthetics, and liberal culture. Yes - the animation and background painting is sometimes a little ""rough"" in its technical execution but it's beautiful none the less, and very evocative in terms of giving a unique ""sense of place"" to each of the scenes. Beyond the absolute uniqueness in imagery is the absolutely outstanding voice acting - acting that's FAR superior to the acting in the new live action movies. And while the cell animation might not be the most ""technically proficient"" animation it superbly captures the expressive bodily and facial gestures of the acting while at once not forgetting to be subtle and nuanced. The background paintings vary from traditional ""fantasy"" motif to outright abstraction, but the transition to abstracted settings is always motivated by the narrative and contributes greatly to the themes of the film. If you're a person who has to have extensive computer rendering in a film so that everything is visualized for you then I can see how you might not like this movie but if you enjoy superior acting, transcendental imagery, and JRR Tolkien then this film is a must see.",movie
1963,"Showed up around 11am on a holiday with my bf and there was about 50 minute wait for a table. You can put your name down, go for a walk a come back a little bit before the estimated wait time so they can call your name. The brunch was very good. They have a lot of options to choose from. I had the Benny with pulled pork and it was delicious. My bf got the dish of the day, which was really good too. I ordered a pumpkin apple juice drink which was very good and unique. Definitely worth the wait.",restaurant
1964,"The year 1934 was when Shirley Temple played three major movies and really began to make a name for herself. Unfortunately, the studios had to experiment to see what the public best liked about here. Two of those things were singing and dancing. Another was a short, interesting film that kept people's attention and got their minds off The Depression. You know the other keys to Shirley's successful films.<br /><br />This film achieved none of the above, despite the star presences of Gary Cooper and Carole Lombard and despite a very good director in Henry Hathaway. In addition, there are too many talky parts in here which become simply boring, and too many arguments between a sullen Lombard and Cooper. To top it off, you didn't get the normal feel-good ending which is what the public wants. I guess they learned after this movie.",movie
1965,"&quot;In Favour of Circumcision&quot; by Brian Morris is one of the most important additions to the literature on circumcision published during the past decade.As a noted scientific researcher in the medical field, Dr. Morris has the benefit that the experience of many years of active research brings with it. As a scientist he is also able to judge the merits of the scientific works of others. The book is based on the research contained in many medical papers that have been published in various highly respected medical journals. What makes the book so worthwhile is the fact that it contains up-to-date information and facts. These are presented in a clear, easy to read and - unbiased - manner, which can unfortunately not be said of many of the publications distributed by people belonging to the anti-circumcision lobby.In addition to the medical information, the book also contains a very interesting and revealing chapter on the anti-circumcision movement, pointing out their tactics and tendency to often twist medical facts to suit their own needs. Another valuable chapter contains the personal testimonies of men around the world.To summarize: this is a very valuable book, and a must-read for anyone who is interested in unbiased scientifically based facts. The anti-circumcision lobby is probably not going to like it, since it refutes many of their claims!! Together with the book of Weiss and Harter it provides a welcome source of information about a topic that has been the target of a lot of misinformation and lies in the past. Do read it!!",book
1966,"In Rejar, Dara Joy has created a man flung out of time and space into a time and place totally unfamiliar to him. He is of a race called the Familiar and arrives in Lilac's life as a cat, at least that's how it starts. From there on his destiny takes a new turn. She is of an age of nearly non existant sexual experience for single women, facing a Rake in Regency terms, but much more than any ordinary Rake. The trials of these two, along with the eccentric household Lilac lives in, make a difficult situation for two people of very different cultures. With the arrival of Traed, a wonderful character I sincerely hope to hear more about, new twists unfold. It alters Regency Romance forever and brings the trials of a relationship between a man accustomed to experienced women, and a woman of almost no sexual experience, into an endearing struggle. Both Rejar and Lilac have their problems dealing with the other's cultural and sexual mores and resolving their love and destiny.",book
1967,"Abysmal Indonesian action film from legendary Arizal triumphantly sculpts a template for future Cinemax pap like 'China O'Brien' and 'Do or Die' with Erik Estrada while simultaneously burying poor rising action star Pat O'Brien with a hackneyed backyard script and three cans of hair-styling gel to perm his impressive 1984 mullet. This guy's physical prowess resembles a more femme Mark Gregory and his next credit would be second fiddle to Chris Mitchum as ""Tom Selick."" Powerful. At least the action is mindless and non-stop with some daring Asian stuntmen risking their lives for what is essentially a poorly constructed movie by teens and/or meth addicts with no concept of reality. One poor extra gets gorno-ly shredded by an electric hedge clipper and many more are killed by getting hit in the head by odd objects such as a motorcycle wheel or cardboard box. Classic rape scenes are tasteless and priceless and quotable dialog such as, ""I would rather trust a rattlesnake!"" are delivered with such exuberance and fervor from the third-rate polizioteschi voice actors. Random highlight: some crazy dude eating live lizards. Movie also holds the record for most cars driven through walls. 2/10",movie
1968,"Turned out to be a classy production with what must have been a low budget. The variety of characters is amazing, from axe-wielding dwarfs to 7ft ghouls! I enjoyed the relationship between the leads, not overly sentimental but romantic enough to keep the interest going. I also enjoyed the mix of humour (which can be very easy to get wrong, too much/not enough) which meant it didn't get too dark, nor too spoofy. It was a great step up from Eaves' other efforts, Hellbreeder and Sanitarium, in terms of storyline and production. They have a great website which is worth checking out. Can't wait for Bane, if the level of improvement continues, it should be fantastic.",movie
1969,"Oliver Stone hits the bull's eye with this film, aided chiefly by Bogosian's electrifying screen presence and biting, brilliant screenplay. Every moment crackles with a steadily-growing tension, climaxing in a truly, memorable movie-going experience. If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it! The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.<br /><br />An ultimate indictment of our society's increasing morbidity, and self-sickening hunger for the next big thrill.<br /><br />A film not easily forgotten. I highly recommend it to anyone interested in the darker side of human nature.",movie
1970,"If you are a reader with a capital ""R"", this book is a must read. Martin Amis' gift with language, his sense of humor, and the rich material of his family life come together to make the reading of the book an experience in itself.I've literally read and re-read this book so many times the cover has fallen off. I like Mr. Amis' fiction writing but this book is, in my opinion, his best, and easily one of my alltime favorites.",book
1971,"When I arrived in the area on business, my goal was to find some real New England Clam Chowda. I found it and an amazing lobster roll, too. Hope my company sends me back up here, and I'll be back to Steamers!",restaurant
1972,"Said I'd be back, and back I was! Ordered edamame and sushi!! So good!! And the spicy mayo is SPICY and DELICIOUS!!! Good service as well :)",restaurant
1973,Interesting historical fiction account of Arthur Conan Doyle with emphasis on his actions to solve real mysteries. Julian Barnes does a fine job with this book.,book
1974,"This morning I was sitting in Grand Central reading Book of Night with Moon for probably the tenth time. For anyone who lives in NY and likes fantasy that takes place in contemporary time, this might appeal to you. Admittedly I'm hopelessly in love with the feline race as well, and this book just works so well! The scene with Pavorotti had me howling with laughter (and won me a few strange looks from the people around me.) Worth a read, especially if you can hang out in Grand Central to do it!",book
1975,"Found Sterling's on the Boston Eater's Ultimate Guide to $1 oysters while we were near Faneuil Hall. It was a nice break from walking around and being a tourist. We started off with a dozen and very little expectations. After a dozen, we were hungry for more. Nothing stellar about them but they were there, cheap, and quick. It was pretty early relative to dinner so the place wasn't crowded at all. Very happy to have stopped in! 

We went on a Monday around 5:00 PM!",restaurant
1976,"Director / writer Michael Winner's feature is a better than expected offbeat supernatural horror film (although still schlock efficiently catered for), which really does by go unnoticed. Sure it might borrow ideas from other similar themed horror movies of this period, but still manages to bring its own psychological imprint to the smokescreen material (of good vs. evil) and a unique vision that has a fair share of impressively expansive, if somewhat exploitative set-pieces. As a whole it's sketchy, however remains intriguing by instilling an ominous charge without going gang-busters with the scares. Actually there's always something going on amongst its busy framework, but it's rather down-played with its shocks steering to soapy patterns and atmospheric tailoring, up until its vividly repellent and grisly climax with a downbeat revelation. Winner's dressed up craftsmanship might feel pedestrian, however it's the ensemble cast that really holds it together as you try to spot the faces. There's plenty too. Some having more to do with the scheme of things than others, but there's no doubts every one of them are committed, despite the ludicrously crude nature of it all. It's interesting to see names like Sylvia Miles (who's significantly creepy!), Beverly D'Angelo (likewise), Deborah Raffin, Eli Wallach, Christopher Walken, William Hickey (a neat cameo), Jeff Goldblum, Jerry Orbach and Tom Berenger in bit parts. Then you got a mild-mannered Chris Sarandon and movingly gorgeous Cristina Raines in the leads. Offering able support José Ferrer, Martin Balsam, Ava Gardner, John Carradine, Burgess Meredith and Arthur Kennedy. The script does throw around many characters, as well as notions but gets disjointedly sidetrack by trying to squeeze all of it in. However it's disorienting air works in its favour in establishing the suspicion and deception of what's really going on here. Is there a reason for all of this, and why is it surrounding Raines' character? The emphasis is mainly built upon that moody angle, as it begins to slowly shed light of her inner goings and that of the strange/worrying experiences she encounters when she's moves into her new apartment. This is where Winner tries to pull out the eerie shades, which projects some icy moments. Gil Melle was the man responsible for the grand, overpowering orchestral score that never misses a cue and Richard C. Kratina instruments the sweeping, scope-like photography.",movie
1977,Amazing local coffee shop! Coffee is fresh and no bitterness. I ordered a vanilla latte with half the sweetener and skim milk. It is definitely what I was looking for and much more.,restaurant
1978,This book is really good. I'm sort of like blue cuz I like a guy and does he like me? I guess I'm on the ledge not him.,book
1979,"Excellent food and HUGE portions for low low prices. Whole family loved it  the workers were very nice, clean place, and the flavor is true Pakistani",restaurant
1980,"I haven't seen any other films by Antonioni and the people that saw this one with me agreed that it shares themes and imagery with the rest of his works. Maybe if I had seen other stuff by him I would have enjoyed this one, knowing what to expect. <br /><br />I saw it as an almost complete failure for so many reasons. First of all, the film introduces interesting, deep issues about social relationships, feelings, the nature of reality versus fiction, but this is very often done in the clumsiest of ways making the characters speak as if they were delivering speeches, rambling on and on, juxtaposing declarations rather than having dialogues. The scriptwriters seem to be so worried that we will not get the point that they prefer to tell instead of showing.<br /><br />Secondly, the movie has no rhythm, especially in its first half. It is not only that it is slow. Some slow films have been made with an excellent sense of pace and rhythm (El Sur by Victor Erice Or Scorsese's The Age of Innocence are examples I like), but for that to be successful it is necessary that we find the characters so engaging or the story so moving that we can adapt to it. This does not happen in Beyond the Clouds, where the first episode seems to drag endlessly, and the relationship between John Malkovich's ""reality"" and the love stories ""fiction"" is at times fluid, others abrupt, others confusing.",movie
1981,This is just Art house rubbish. I sat watching this trash with my Bosnian Friends they found it as boring as i did. For a more interesting and more true account watch the excellent movie Saviour. This is just a snoozefest with people talking in coffee shops.A cure for insomnia. 1 out of 10,movie
1982,We ordered on line. It charged our credit card and said food ready at 12:41. Gave the phone number to call when we arrived. They can't find order. A woman comes out to the car and wants to take my phone. I said don't touch it. She re-took the order. 12:50 we are stlll waiting. Would never do this again.,restaurant
1983,"Great prices and great food. I have been searching for a poke bowl with a cabbage/slaw and rice base since I moved to Florida and the ahi tuna bowl hits the spot! Anyone who hasn't tried cabbage in a poke bowl should!  I also like the poke (I actually mix this into the ahi tuna rice bowl.) the tacos are small but good. If you have a big appetite order more than you think you'll eat. Everything is pretty small, but also pretty well priced and for the quality a decent value. Last time I had to street corn and the corn was a little hard/undercooked but not the end of the world. Other than that I've always been happy. Service is also excellent and the fact that they have Izzes as a drink option is always a plus in my book.",restaurant
1984,"i'm reading this book because it's required for junior english. i personally think that the beginning half of the book is boring and there is not point to it. i have heard that the ending is good, but if it were up to me i would not continue reading it. it just doesn't grab my attention like some books can. however, i have not finished the book and therefore cannot fairly judge it.",book
1985,"Babette's Feast, for me, is about healing: mending the schism between spirit and body in orthodox Christianity. This puritanical community in remote Denmark is missing an adequate appreciation of all of God's gifts in creation. They have taken the dualism of St. Paul to an extreme, and stress the life of the ""spirit,"" not the life of the ""flesh."" Both elderly sisters, in their youth, were frightened by the lure of love and the temptations of life outside their simple village. They, and their parishioners, cling to the narrow biblical interpretation of their former leader, and the sisters' father. The aging congregation has become testy and quarrelsome, and the sisters don't know what to do. Enter Babette, a French stranger, and someone to whom they can show kindness. They have no way of knowing that she will ultimately return their kindness and give fertile soil to their dry, dusty theology. Babette will give everything she has, and in the process, will teach the sisters and their flock about grace, about sacrifice, about how sensual experience (as in the bread and wine of the Eucharist) can change lives, and about why true art moves us so deeply. When they can forgive each other, and themselves, they can focus on God's love that unfolds before them in a concrete way in the present. As a minister, and an artist, I can't recommend a movie more highly. True art and true grace!!",movie
1986,"Found this film in a DVD discount rack for $10. It wasn't worth it. Some of the camera work and dialog look and sound as if it were done by a film student. Sandra's performance was somewhat credible, but the film was predictable and the action was spotty and dragged.<br /><br />One thing that I will give them, however. Unlike most action films, people in this film actually ran out of ammo and scavanged dead bodies for new weapons and ammunition.",movie
1987,"I really don't know where to start.....When I began watching this video series with my church group I thought it was wonderful. The first week said it all. She needs love, He needs respect and I thought, ""AMEN!"". But then Emerson began to slip in little digs at women, little jokes, small things...nothing major. But after a while I began to realize...he has issues surrounding women. Now, my marriage is OK and I was in this class for the intrinsic value of gaining more knowledge and keeping my marriage solid. But I, like many women, do not like him. That is the problem. How many times has a couple quit going to counseling because one spouse did not like the counselor? You hear it all the time. It's a problem and if he wants to strengthen marriages then he needs to be impartial or he loses the women all together. If he loses women and their support for his doctrine based on scripture then he IS NOT helping people with their marriage. He really isn't showing Christ like love towards women and it's sad, because so many men are so happy to have their feelings put into words for them that they don't realize that he is also leading them down an unloving path. All the while, he tells men to be loving. Ironic, isn't it?",book
1988,"First, there is NO way the remake can be as good, because Japanese society is quite different from ours and plays such a major part in this film, as explained in the opening narration. It adds to the humor as well as warmth of this movie. There is slew of different supporting characters/personalities. Each does there part in making this movie wonderful. This movie is full of comedy that isn't vulgar in anyway like most of today's ""gross-out comedies."" Yet it can still have you laughing out loud. The reality is, in real life, you don't have a choice of who you work with or go to school with...etc. This movie truly emphasizes that and shows that the natural good in people can overcome petty differences. Not to mention, it makes for a great sub-plot and much of the humor. This is a story about dance that actually has a story, and a good one at that. There are a few back stories that are not out of place, but actually support the main storyline. Truly a well written film. The dancing is great, too. I happen to be a fan of any movie with dancing of any sort, for that aspect. However, this movie goes beyond any other with dance, in the fact that, it is a story First and just happens to be written about dancing in Japanse society. Highly recommended.<br /><br />10 out of 10.",movie
1989,"A baby is abandonned by its teenage mother at the Blessings estate in a cardboard box. When found the next morning by Skip, the caretaker who has associated with the wrong crowd in the past, he decides to keep her.Blessings is the story of how this child changes Skip's life, as well as that of old, bitter matriarch Mrs. Lydia Blessing, who surprises us by helping Skip keep the baby.This slow-paced, descriptive novel uses flashbacks from Mrs. Blessing's life, allowing the reader to discover this woman little by little, from her childhood, to her brother Sunny, to her marriage and her relationship with her daughter.This novel includes some unexpected twists that help to make this cast of wonderful characters oh so human.I hope you enjoy this book as I did.",book
1990,"This collection of the four canonical gospels plus the Gospel of Thomas (all newly translated) is the fruit of several years of research and discussion by the Jesus Seminar, a group of scholars brought together to disseminate the gospels in order to discover the ""historical"" Jesus over and against the ""Jesus of faith"". The book can be summarized as comprising three features: An introduction to historical criticism of the gospels, with a rundown and explanation of the rules followed by the Jesus Seminar in order to discover which words were actually spoken by Jesus; the translations themselves; and the running commentary explaining the reasoning behind each decision.The introduction is accessible and informative. Generally, the claims made are not sensational in the sense that many of the Seminar's critics would make out. However, it is here that they reveal their working assumptions, and I cannot overstate how misconceived these assumptions are. It is not that they are entirely unfounded, but rather they are half-truths turned into hard-and-fast rules which when applied can only mislead. For example, members of the Seminar observe that Jesus' sayings often cut across the religious and political grain. Therefore, one of the rules becomes (unjustifiably): Jesus only ever said things that cut across the religious and social grain. The result: Jesus is gagged. He is simply not allowed to say anything in agreement with the religion or politics of his day. Therefore, he never quoted Scripture. If it isn't radical, new or totally out-of-step with the culture, Jesus didn't say it.The reasoning is all circular. How shall we resist concluding that all the Jesus Seminar's findings were determined from the very start? They begin with the assumption that Jesus never spoke in anything but parables or aphorisms (or at least that it is impossible for anything more than that to have survived oral transmission), that he never said anything that agreed with the religion or politics of his day, that he never initiated dialogue or debate, and that he never spoke about a coming kingdom (just four of the many rules). How do we know he didn't do any of these things? Well, the Jesus Seminar's research proves it, of course! How does it prove it? By assuming all these things in the first place, and rejecting anything that doesn't conform.The actual translation is rendered as casually as possible, in an attempt to reflect adequately each of the evangelists' unique styles. The principle they follow is a good translation shouldn't sound like a translation at all. Unfortunately, they shoot themselves in the foot, for the language and phraseology employed frequently sounds ridiculously crass, and we are painfully aware that we are reading a translation, and at times a very bad one, akin to reading one of those evangelical paraphrases that were so popular in the seventies.The system for distinguishing the words of Jesus from later fabrications and additions is by means of four different typefaces: red (Jesus said this, or something quite like it); pink (Jesus probably said this, or something like it); grey (Jesus probably didn't say this); black (Jesus did not say this). The idea is, of course, borrowed from red-letter editions of the Bible, in which all the words (supposedly) spoken by Jesus are in red. Alongside the text is a commentary in which the editors (Robert Funk and Roy Hoover) explain the reasoning behind each decision (determined by the votes of members of the Seminar). The commentary more or less follows through on the assumptions delineated in the introduction, whose shakey and uncritical nature we have seen. The format is a little difficult to follow, for the comments are added in between chunks of text, rather than added in footnotes, which makes it a little difficult to read the whole text.The format, however, is the least of the Jesus Seminar's problems. I have no objection to historical criticism, and wish any true scholar luck in his quest to find the ""historical Jesus"". It is not the unconservative conclusions which I find so reprehensible here: It is the flawed methodology and the blindness of the Seminar to its (ironically) uncritical and unreliable assumptions and presuppositions. If this is serious scholarship, I am afraid it seems we are in an academic climate where anything goes.",book
1991,Menu was really limited. They did not have the combination entree dish that they normally offer. On the upside the drinks was pretty good and the service was professional. Just be aware of the limited menu due to Covid I guess.,restaurant
1992,I would recomend this book to just about anyone. This book was the best book I read in school by far. I really enjoyed this book because the story had alot of detail and action in chapters. It wasnt like most books and drug on forever. This book had several big events happen per chapter which kept me interested in the story the whole time. The story first begins when George and Lennie are on the run from Weed because a woman accused Lennie of raping her. Lennie was accutally just feeling on her pretty red dress. They take a bus to a ranch where they are going to work but the bus driver drops them off way before the ranch. When they finally reach the ranch they meet tons of nice people and some people who arent very nice. They meet the boss's son Curly who does not like Lennie because he is so much bigger than him. Curly and george later on get in a fight and Curly does not win. This book was a very good book and i would recommend it to any high level reader.,book
1993,"This book should be required reading in any social studies class. I now understand the mind in way I never thought possible and this is due to Hubbard's ability to reduce a subject to it's bottom line. It is no wonder that psychiatrists attack the author so much given the threat of lost profits that this book represents for psychiatrists. In particular, the chapter on &quot;Emotion and lifeforce&quot; enlightens the reader.",book
1994,"While I found the book to be very entertaining, I did notice the writing was larger than normal. I hope it will stay this way so special eye-glasses are not necessary. Next book I would like to see much more of Hawk, Susan and Pearl.Robert B. Parker is my favorite author and I wish he would complete more than 1 Spencer Novel each year. Tall order!",book
1995,"i don't know why, but after all the hype on NPR i thought this was a new movie.....all the best footage has been used for BBC docs and NatGeo projects that you have seen if you are interested in nature programs...it has been repackaged with sappy narration and over-dramatic music for Disney to take advantage of Earth Day-there are great moments, and it is always nice to listen to Darth Vader.......oops,........... James Earl Jones speak, but I had hoped for a ground breaking movie , considering the new camera technology used in the making of this film......it has been sanitized for a child audience, so one can actually see better footage for free on youtube ....i feel that we are due for something as ground breaking as Koyannisquatsi (sic) and this movie is certainly not it",movie
